Row ID,Product ID,Category,Sub-Category,Product Name,,,,,,,,,,,,,,Quantity,Discount,Profit
691,OFF-LA-10004853,Office Supplies,Labels,Avery 483,,,,,,,,,,,,,,1,0,74.0532
692,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,,,,,,,,,,,,,,3,0,10.3152
693,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,,,,,,,,,,,,,,1,0,24.936
694,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,,,,,,,,,,,,,,5,0,16.032
695,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,,,,,,,,,,,,,,8,0.2,17.3488
696,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,,,,,,,,,,,,,,4,0.2,17.76
697,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",,,,,,,,,,,,,,7,0.2,62.8075
698,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',,,,,,,,,,,,,,4,0.2,31.7512
699,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,,,,,,,,,,,,,,1,0.2,0.8088
700,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,,,,,,,,,,,,,,2,0.7,-13.6312
701,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,,,,,,,,,,,,,,3,0.7,-3.4272
702,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,,,,,,,,,,,,,,3,0.2,4.1448
703,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",,,,,,,,,,,,,,3,0,35.6796
704,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,,,,,,,,,,,,,,3,0.2,-13.8717
705,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,,,,,,,,,,,,,,2,0.2,3.6288
706,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,,,,,,,,,,,,,,5,0.2,18.7695
707,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,,,,,,,,,,,,,,1,0.2,2.2824
708,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,,,,,,,,,,,,,,4,0,52.7824
709,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,,,,,,,,,,,,,,5,0.2,-110.49
710,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,,,,,,,,,,,,,,8,0.2,15.768
711,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,,,,,,,,,,,,,,1,0,26.6304
712,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,,,,,,,,,,,,,,4,0.2,8.8624
713,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,,,,,,,,,,,,,,6,0,109.7226
714,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",,,,,,,,,,,,,,2,0,89.3142
715,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,,,,,,,,,,,,,,3,0,113.9886
716,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,,,,,,,,,,,,,,5,0.2,6.972
717,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,,,,,,,,,,,,,,2,0,3.0814
718,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,,,,,,,,,,,,,,3,0.2,24.4758
719,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,,,,,,,,,,,,,,3,0.2,19.4376
720,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",,,,,,,,,,,,,,6,0,21.996
721,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,,,,,,,,,,,,,,3,0,73.41
722,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,,,,,,,,,,,,,,3,0,231.4116
723,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,,,,,,,,,,,,,,3,0,80.0199
724,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,,,,,,,,,,,,,,5,0.2,21.112
725,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,,,,,,,,,,,,,,7,0.2,5.1282
726,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,,,,,,,,,,,,,,2,0.2,6.3684
727,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",,,,,,,,,,,,,,1,0.2,5.5992
728,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",,,,,,,,,,,,,,8,0,84.0512
729,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",,,,,,,,,,,,,,2,0.4,-153.3456
730,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,,,,,,,,,,,,,,3,0,10.089
731,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,,,,,,,,,,,,,,3,0.1,102.4998
732,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,,,,,,,,,,,,,,2,0,3.024
733,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",,,,,,,,,,,,,,3,0,9.7176
734,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",,,,,,,,,,,,,,3,0,86.3856
735,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,,,,,,,,,,,,,,6,0.2,33.6474
736,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",,,,,,,,,,,,,,4,0.2,9.4284
737,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,,,,,,,,,,,,,,1,0,18.6956
738,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",,,,,,,,,,,,,,5,0.2,6.552
739,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",,,,,,,,,,,,,,2,0,8.4966
740,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,,,,,,,,,,,,,,3,0.2,4.2717
741,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,,,,,,,,,,,,,,3,0.2,-64.7748
742,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,,,,,,,,,,,,,,2,0.8,-5.487
743,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",,,,,,,,,,,,,,5,0.2,-10.948
744,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,,,,,,,,,,,,,,1,0.2,1.1466
745,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,,,,,,,,,,,,,,1,0.2,1.6762
746,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,,,,,,,,,,,,,,4,0.2,6.2064
747,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,,,,,,,,,,,,,,10,0.2,-28.356
748,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,,,,,,,,,,,,,,4,0,7.1864
749,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,,,,,,,,,,,,,,1,0.2,0.8994
750,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,,,,,,,,,,,,,,3,0,26.703
751,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,,,,,,,,,,,,,,11,0,56.7864
752,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,,,,,,,,,,,,,,7,0,22.792
753,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,,,,,,,,,,,,,,1,0,1.4112
754,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",,,,,,,,,,,,,,3,0.2,374.9925
755,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),,,,,,,,,,,,,,4,0,28.7712
756,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",,,,,,,,,,,,,,4,0.45,-167.3184
757,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,,,,,,,,,,,,,,2,0,6.8768
758,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,,,,,,,,,,,,,,4,0,47.92
759,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,,,,,,,,,,,,,,3,0.2,4.2666
760,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,,,,,,,,,,,,,,4,0,10.224
761,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,,,,,,,,,,,,,,9,0,27.9936
762,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,,,,,,,,,,,,,,3,0,5.6994
763,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,,,,,,,,,,,,,,3,0.4,-26.9955
764,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,,,,,,,,,,,,,,2,0,5.3392
765,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,,,,,,,,,,,,,,3,0,25.47
766,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,,,,,,,,,,,,,,6,0,258.696
767,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,,,,,,,,,,,,,,3,0,2.7072
768,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",,,,,,,,,,,,,,6,0,34.3548
769,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,,,,,,,,,,,,,,2,0.2,23.316
770,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,,,,,,,,,,,,,,2,0,179.7488
771,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,,,,,,,,,,,,,,2,0,9.14
772,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,,,,,,,,,,,,,,3,0,51.75
773,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,,,,,,,,,,,,,,5,0,16.175
774,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,,,,,,,,,,,,,,1,0,3.4695
775,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,,,,,,,,,,,,,,2,0,10.881
776,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,,,,,,,,,,,,,,7,0,14.5236
777,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,,,,,,,,,,,,,,7,0.2,3.6855
778,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,,,,,,,,,,,,,,3,0.2,40.8006
779,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,,,,,,,,,,,,,,3,0,28.1718
780,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,,,,,,,,,,,,,,4,0,11.7208
781,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,,,,,,,,,,,,,,1,0,1.926
782,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,,,,,,,,,,,,,,5,0.7,-22.449
783,OFF-LA-10001175,Office Supplies,Labels,Avery 514,,,,,,,,,,,,,,2,0.2,-2.7
784,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,,,,,,,,,,,,,,1,0.5,-15.6156
785,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,,,,,,,,,,,,,,2,0.2,0.5998
786,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,,,,,,,,,,,,,,3,0,87.7443
787,OFF-AR-10000203,Office Supplies,Art,Newell 336,,,,,,,,,,,,,,2,0.2,5.8914
788,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,,,,,,,,,,,,,,2,0.2,34.8928
789,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,,,,,,,,,,,,,,4,0,69.1008
790,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",,,,,,,,,,,,,,1,0,4.1634
791,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",,,,,,,,,,,,,,8,0,21.0896
792,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,,,,,,,,,,,,,,3,0,79.9056
793,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",,,,,,,,,,,,,,5,0.2,85.2475
794,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,,,,,,,,,,,,,,2,0,4.5816
795,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",,,,,,,,,,,,,,4,0,10.6428
796,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",,,,,,,,,,,,,,7,0,9.8784
797,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,,,,,,,,,,,,,,7,0,63.7392
798,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,,,,,,,,,,,,,,2,0,6.2208
799,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,,,,,,,,,,,,,,7,0,10.3488
800,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,,,,,,,,,,,,,,5,0.2,17.745
801,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",,,,,,,,,,,,,,1,0,7.3359
802,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,,,,,,,,,,,,,,2,0.2,18.8972
803,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",,,,,,,,,,,,,,9,0,99.4896
804,TEC-PH-10002115,Technology,Phones,Plantronics 81402,,,,,,,,,,,,,,2,0,6.2208
805,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,,,,,,,,,,,,,,2,0,6.2152
806,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",,,,,,,,,,,,,,3,0.2,4.3176
807,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,,,,,,,,,,,,,,4,0.2,247.996
808,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,,,,,,,,,,,,,,2,0,11.076
809,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,,,,,,,,,,,,,,3,0,50.9898
810,OFF-AR-10000255,Office Supplies,Art,Newell 328,,,,,,,,,,,,,,4,0,3.2256
811,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,,,,,,,,,,,,,,5,0,311.652
812,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,,,,,,,,,,,,,,4,0,62.0368
813,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",,,,,,,,,,,,,,2,0,2.578
814,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,,,,,,,,,,,,,,2,0,6.2152
815,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,,,,,,,,,,,,,,7,0,601.9699
816,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,,,,,,,,,,,,,,8,0,24.8832
817,OFF-LA-10000452,Office Supplies,Labels,Avery 488,,,,,,,,,,,,,,1,0.2,1.8704
818,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,,,,,,,,,,,,,,8,0.2,14.5152
819,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,,,,,,,,,,,,,,3,0.7,-2.4288
820,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,,,,,,,,,,,,,,5,0.3,0
821,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,,,,,,,,,,,,,,3,0.7,-22.7964
822,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",,,,,,,,,,,,,,4,0.2,117.432
823,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,,,,,,,,,,,,,,3,0,71.991
824,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,,,,,,,,,,,,,,2,0,4.8118
825,OFF-AR-10001545,Office Supplies,Art,Newell 326,,,,,,,,,,,,,,4,0,4.068
826,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,,,,,,,,,,,,,,3,0,40.3128
827,OFF-AR-10002255,Office Supplies,Art,Newell 346,,,,,,,,,,,,,,7,0,16.8
828,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",,,,,,,,,,,,,,4,0,10.7996
829,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",,,,,,,,,,,,,,2,0,7.4872
830,OFF-FA-10003495,Office Supplies,Fasteners,Staples,,,,,,,,,,,,,,2,0,90.588
831,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",,,,,,,,,,,,,,3,0,50.5848
832,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,,,,,,,,,,,2,0,51.8346
833,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,,,,,,,,,,,,,,1,0,17.1574
834,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",,,,,,,,,,,,,,2,0.2,2.6412
835,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",,,,,,,,,,,,,,2,0.2,6.5164
836,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,,,,,,,,,,,,,,1,0.5,-111.4995
837,OFF-AR-10002375,Office Supplies,Art,Newell 351,,,,,,,,,,,,,,4,0.8,-79.3352
838,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,,,,,,,,,,,,,,2,0.2,3.2616
839,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,,,,,,,,,,,,,,3,0.2,1.5804
840,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,,,,,,,,,,,,,,3,0,16.3215
841,OFF-LA-10000973,Office Supplies,Labels,Avery 502,,,,,,,,,,,,,,4,0,3.3408
842,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,,,,,,,,,,,,,,4,0.2,9.3024
843,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",,,,,,,,,,,,,,4,0.2,11.7
844,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,,,,,,,,,,,,,,4,0.2,8.7672
845,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,,,,,,,,,,,,,,2,0,3.2944
846,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,,,,,,,,,,,,,,2,0,6.8714
847,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,,,,,,,,,,,,,,7,0,23.4416
848,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,,,,,,,,,,,,,,3,0,77.7438
849,OFF-FA-10000735,Office Supplies,Fasteners,Staples,,,,,,,,,,,,,,4,0.2,8.5568
850,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,,,,,,,,,,,,,,7,0,49.6048
851,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,,,,,,,,,,,,,,2,0,1.3416
852,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,,,,,,,,,,,,,,6,0,18.6624
853,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",,,,,,,,,,,,,,6,0,50.1876
854,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",,,,,,,,,,,,,,2,0,14.6718
855,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",,,,,,,,,,,,,,3,0,9.7176
856,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",,,,,,,,,,,,,,2,0,18.7812
857,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,,,,,,,,,,,,,,10,0,26.598
858,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,,,,,,,,,,,,,,2,0,5.7672
859,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",,,,,,,,,,,,,,1,0,3.5767
860,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",,,,,,,,,,,,,,2,0,3.58
861,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,,,,,,,,,,,,,,2,0,0.1472
862,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,,,,,,,,,,,,,,2,0,10.626
863,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",,,,,,,,,,,,,,6,0.2,40.6878
864,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,,,,,,,,,,,,,,2,0.2,0.5904
865,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,,,,,,,,,,,,,2,0.2,5.1786
866,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,,,,,,,,,,,,,,1,0,1.3583
867,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,,,,,,,,,,,,1,0,21.2954
868,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,,,,,,,,,,,,,,4,0.2,5.1792
869,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",,,,,,,,,,,,,,6,0.7,-35.928
870,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,,,,,,,,,,,,,,5,0.7,-760.98
871,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,,,,,,,,,,,,,,3,0.4,-46.797
872,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",,,,,,,,,,,,,,3,0,17.22
873,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,,,,,,,,,,,,,,2,0,5.2256
874,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,,,,,,,,,,,,,,7,0.2,37.2204
875,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,,,,,,,,,,,,,,5,0.2,67.256
876,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,,,,,,,,,,,,,,3,0,64.518
877,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,,,,,,,,,,,,,,1,0,13.1956
878,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,,,,,,,,,,,,,,3,0,66.9546
879,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",,,,,,,,,,,,,,4,0.7,-4.1244
880,OFF-AR-10004999,Office Supplies,Art,Newell 315,,,,,,,,,,,,,,3,0.2,23.1093
881,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,,,,,,,,,,,,,,5,0.1,262.39
882,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,,,,,,,,,,,,,,2,0,8.3268
883,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",,,,,,,,,,,,,,4,0,5.9312
884,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,,,,,,,,,,,,,,5,0,10.048
885,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,,,,,,,,,,,,,,2,0,5.9364
886,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,,,,,,,,,,,,,,3,0.2,4.5318
887,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,,,,,,,,,,,,,,12,0,1.6752
888,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,,,,,,,,,,,,,,7,0,18.4534
889,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,,,,,,,,,,,,,,6,0,16.9932
890,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",,,,,,,,,,,,,,5,0,14.995
891,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,,,,,,,,,,,,,,3,0.2,18.6006
892,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,,,,,,,,,,,,,,1,0,2.043
893,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,,,,,,,,,,,,,,4,0,5.4128
894,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",,,,,,,,,,,,,,8,0,135.98
895,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,,,,,,,,,,,,,,7,0,42.0714
896,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,,,,,,,,,,,,,,3,0.2,24.5028
897,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,,,,,,,,,,,,,,2,0.2,5.0856
898,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,,,,,,,,,,,,,,7,0,51.8
899,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,,,,,,,,,,,,,,8,0,22.5408
900,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,,,,,,,,,,,,,,2,0.7,-6.5296
901,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,,,,,,,,,,,,,,5,0.2,3.393
