UserID,Stage,Date
H3115,Filtered by Insurance_Location,05-07-2025
H3225,Filtered by Insurance_Location,05-07-2025
H3189,Filtered by Insurance_Location,05-07-2025
H3275,Filtered by Insurance_Location,05-07-2025
H3288,Filtered by Insurance_Location,05-07-2025
H3057,Filtered by Insurance_Location,05-07-2025
H3166,Filtered by Insurance_Location,05-07-2025
H3279,Filtered by Insurance_Location,05-07-2025
H3214,Filtered by Insurance_Location,05-07-2025
H3161,Filtered by Insurance_Location,05-07-2025
H3267,Filtered by Insurance_Location,05-07-2025
H3170,Filtered by Insurance_Location,05-07-2025
H3094,Filtered by Insurance_Location,05-07-2025
H3138,Filtered by Insurance_Location,05-07-2025
H3181,Filtered by Insurance_Location,05-07-2025
H3292,Filtered by Insurance_Location,05-07-2025
H3220,Filtered by Insurance_Location,05-07-2025
H3250,Filtered by Insurance_Location,05-07-2025
H3087,Filtered by Insurance_Location,05-07-2025
H3052,Filtered by Insurance_Location,05-07-2025
H3194,Filtered by Insurance_Location,05-07-2025
H3247,Filtered by Insurance_Location,05-07-2025
H3208,Filtered by Insurance_Location,05-07-2025
H3059,Filtered by Insurance_Location,05-07-2025
H3095,Filtered by Insurance_Location,05-07-2025
H3262,Filtered by Insurance_Location,05-07-2025
H3007,Filtered by Insurance_Location,05-07-2025
H3127,Filtered by Insurance_Location,05-07-2025
H3290,Booked Appointment,07-07-2025
H3079,Booked Appointment,07-07-2025
H3215,Booked Appointment,07-07-2025
H3006,Booked Appointment,07-07-2025
H3098,Booked Appointment,07-07-2025
H3087,Booked Appointment,07-07-2025
H3180,Booked Appointment,07-07-2025
H3263,Booked Appointment,07-07-2025
H3117,Booked Appointment,07-07-2025
H3182,Booked Appointment,07-07-2025
H3119,Booked Appointment,07-07-2025
H3248,Booked Appointment,07-07-2025
H3286,Booked Appointment,07-07-2025
H3260,Booked Appointment,07-07-2025
H3251,Booked Appointment,07-07-2025
H3159,Booked Appointment,07-07-2025
H3267,Booked Appointment,07-07-2025
H3045,Booked Appointment,07-07-2025
H3274,Booked Appointment,07-07-2025
H3055,Booked Appointment,07-07-2025
H3199,Booked Appointment,07-07-2025
H3170,Booked Appointment,07-07-2025
H3183,Booked Appointment,07-07-2025
H3132,Booked Appointment,07-07-2025
H3064,Booked Appointment,07-07-2025
H3057,Booked Appointment,07-07-2025
H3052,Booked Appointment,07-07-2025
H3154,Booked Appointment,07-07-2025
H3297,Booked Appointment,07-07-2025
H3169,Booked Appointment,07-07-2025
H3288,Booked Appointment,07-07-2025
H3275,Booked Appointment,07-07-2025
H3061,Booked Appointment,07-07-2025
H3010,Booked Appointment,07-07-2025
H3142,Booked Appointment,07-07-2025
H3234,Booked Appointment,07-07-2025
H3176,Booked Appointment,07-07-2025
H3155,Booked Appointment,07-07-2025
H3091,Booked Appointment,07-07-2025
H3161,Booked Appointment,07-07-2025
H3022,Booked Appointment,07-07-2025
H3240,Booked Appointment,07-07-2025
H3129,Booked Appointment,07-07-2025
H3189,Booked Appointment,07-07-2025
H3247,Booked Appointment,07-07-2025
H3060,Booked Appointment,07-07-2025
H3101,Booked Appointment,07-07-2025
H3219,Booked Appointment,07-07-2025
H3262,Booked Appointment,07-07-2025
H3029,Booked Appointment,07-07-2025
H3108,Booked Appointment,07-07-2025
H3115,Booked Appointment,07-07-2025
H3007,Booked Appointment,07-07-2025
H3167,Booked Appointment,07-07-2025
H3049,Booked Appointment,07-07-2025
H3133,Booked Appointment,07-07-2025
H3175,Booked Appointment,07-07-2025
H3015,Booked Appointment,07-07-2025
H3038,Booked Appointment,07-07-2025
H3271,Booked Appointment,07-07-2025
H3239,Booked Appointment,07-07-2025
H3193,Booked Appointment,07-07-2025
H3021,Booked Appointment,07-07-2025
H3024,Booked Appointment,07-07-2025
H3218,Booked Appointment,07-07-2025
H3166,Booked Appointment,07-07-2025
H3075,Booked Appointment,07-07-2025
H3033,Booked Appointment,07-07-2025
H3184,Booked Appointment,07-07-2025
H3138,Booked Appointment,07-07-2025
H3230,Booked Appointment,07-07-2025
H3047,Booked Appointment,07-07-2025
H3259,Booked Appointment,07-07-2025
H3276,Booked Appointment,07-07-2025
H3174,Booked Appointment,07-07-2025
H3050,Booked Appointment,07-07-2025
H3243,Booked Appointment,07-07-2025
H3071,Booked Appointment,07-07-2025
H3208,Booked Appointment,07-07-2025
H3171,Booked Appointment,07-07-2025
H3059,Booked Appointment,07-07-2025
H3266,Booked Appointment,07-07-2025
H3224,Booked Appointment,07-07-2025
H3285,Booked Appointment,07-07-2025
H3008,Booked Appointment,07-07-2025
H3141,Booked Appointment,07-07-2025
H3220,Booked Appointment,07-07-2025
H3250,Booked Appointment,07-07-2025
H3127,Booked Appointment,07-07-2025
H3140,Booked Appointment,07-07-2025
H3129,Consultation Attended,10-07-2025
H3189,Consultation Attended,10-07-2025
H3141,Consultation Attended,10-07-2025
H3180,Consultation Attended,10-07-2025
H3239,Consultation Attended,10-07-2025
H3176,Consultation Attended,10-07-2025
H3059,Consultation Attended,10-07-2025
H3161,Consultation Attended,10-07-2025
H3079,Consultation Attended,10-07-2025
H3050,Consultation Attended,10-07-2025
H3119,Consultation Attended,10-07-2025
H3267,Consultation Attended,10-07-2025
H3052,Consultation Attended,10-07-2025
H3060,Consultation Attended,10-07-2025
H3022,Consultation Attended,10-07-2025
H3224,Consultation Attended,10-07-2025
H3199,Consultation Attended,10-07-2025
H3183,Consultation Attended,10-07-2025
H3117,Consultation Attended,10-07-2025
H3155,Consultation Attended,10-07-2025
H3015,Consultation Attended,10-07-2025
H3047,Consultation Attended,10-07-2025
H3033,Consultation Attended,10-07-2025
H3127,Consultation Attended,10-07-2025
H3248,Consultation Attended,10-07-2025
H3169,Consultation Attended,10-07-2025
H3297,Consultation Attended,10-07-2025
H3286,Consultation Attended,10-07-2025
H3029,Consultation Attended,10-07-2025
H3247,Consultation Attended,10-07-2025
H3108,Consultation Attended,10-07-2025
H3208,Consultation Attended,10-07-2025
H3057,Consultation Attended,10-07-2025
H3140,Consultation Attended,10-07-2025
H3250,Consultation Attended,10-07-2025
H3240,Consultation Attended,10-07-2025
H3275,Consultation Attended,10-07-2025
H3098,Consultation Attended,10-07-2025
H3290,Consultation Attended,10-07-2025
H3271,Consultation Attended,10-07-2025
H3101,Consultation Attended,10-07-2025
H3260,Consultation Attended,10-07-2025
H3263,Consultation Attended,10-07-2025
H3087,Consultation Attended,10-07-2025
H3007,Consultation Attended,10-07-2025
H3154,Consultation Attended,10-07-2025
H3138,Consultation Attended,10-07-2025
H3045,Consultation Attended,10-07-2025
H3251,Consultation Attended,10-07-2025
H3049,Consultation Attended,10-07-2025
H3024,Consultation Attended,10-07-2025
H3219,Consultation Attended,10-07-2025
H3142,Consultation Attended,10-07-2025
H3285,Consultation Attended,10-07-2025
H3184,Consultation Attended,10-07-2025
H3230,Consultation Attended,10-07-2025
H3115,Consultation Attended,10-07-2025
H3193,Consultation Attended,10-07-2025
H3215,Consultation Attended,10-07-2025
H3159,Consultation Attended,10-07-2025
H3059,Feedback Given Follow-Up Booked,12-07-2025
H3263,Feedback Given Follow-Up Booked,12-07-2025
H3248,Feedback Given Follow-Up Booked,12-07-2025
H3155,Feedback Given Follow-Up Booked,12-07-2025
H3239,Feedback Given Follow-Up Booked,12-07-2025
H3007,Feedback Given Follow-Up Booked,12-07-2025
H3087,Feedback Given Follow-Up Booked,12-07-2025
H3045,Feedback Given Follow-Up Booked,12-07-2025
H3049,Feedback Given Follow-Up Booked,12-07-2025
H3127,Feedback Given Follow-Up Booked,12-07-2025
H3138,Feedback Given Follow-Up Booked,12-07-2025
H3052,Feedback Given Follow-Up Booked,12-07-2025
H3022,Feedback Given Follow-Up Booked,12-07-2025
H3119,Feedback Given Follow-Up Booked,12-07-2025
H3101,Feedback Given Follow-Up Booked,12-07-2025
H3230,Feedback Given Follow-Up Booked,12-07-2025
H3169,Feedback Given Follow-Up Booked,12-07-2025
H3047,Feedback Given Follow-Up Booked,12-07-2025
H3275,Feedback Given Follow-Up Booked,12-07-2025
H3285,Feedback Given Follow-Up Booked,12-07-2025
H3140,Feedback Given Follow-Up Booked,12-07-2025
H3183,Feedback Given Follow-Up Booked,12-07-2025
H3050,Feedback Given Follow-Up Booked,12-07-2025
H3180,Feedback Given Follow-Up Booked,12-07-2025
H3208,Feedback Given Follow-Up Booked,12-07-2025
H3079,Feedback Given Follow-Up Booked,12-07-2025
H3115,Feedback Given Follow-Up Booked,12-07-2025
H3117,Feedback Given Follow-Up Booked,12-07-2025
H3193,Feedback Given Follow-Up Booked,12-07-2025
H3251,Feedback Given Follow-Up Booked,12-07-2025
H3024,Feedback Given Follow-Up Booked,12-07-2025
H3060,Feedback Given Follow-Up Booked,12-07-2025
H3240,Feedback Given Follow-Up Booked,12-07-2025
H3161,Feedback Given Follow-Up Booked,12-07-2025
H3108,Feedback Given Follow-Up Booked,12-07-2025
H3224,Feedback Given Follow-Up Booked,12-07-2025
H3189,Feedback Given Follow-Up Booked,12-07-2025
H3098,Feedback Given Follow-Up Booked,12-07-2025
H3297,Feedback Given Follow-Up Booked,12-07-2025
H3159,Feedback Given Follow-Up Booked,12-07-2025
H3271,Feedback Given Follow-Up Booked,12-07-2025
H3057,Feedback Given Follow-Up Booked,12-07-2025
H3286,Feedback Given Follow-Up Booked,12-07-2025
H3142,Feedback Given Follow-Up Booked,12-07-2025
H3247,Feedback Given Follow-Up Booked,12-07-2025
