UserID,Stage,Date
U1074,Added to Wishlist,19-06-2025
U1051,Added to Wishlist,19-06-2025
U1020,Added to Wishlist,19-06-2025
U1334,Added to Wishlist,19-06-2025
U1275,Added to Wishlist,19-06-2025
U1118,Added to Wishlist,19-06-2025
U1079,Added to Wishlist,19-06-2025
U1166,Added to Wishlist,19-06-2025
U1034,Added to Wishlist,19-06-2025
U1335,Added to Wishlist,19-06-2025
U1305,Added to Wishlist,19-06-2025
U1072,Added to Wishlist,19-06-2025
U1266,Added to Wishlist,19-06-2025
U1232,Added to Wishlist,19-06-2025
U1182,Added to Wishlist,19-06-2025
U1145,Added to Wishlist,19-06-2025
U1048,Added to Wishlist,19-06-2025
U1112,Added to Wishlist,19-06-2025
U1330,Added to Wishlist,19-06-2025
U1337,Added to Cart,21-06-2025
U1173,Added to Cart,21-06-2025
U1020,Added to Cart,21-06-2025
U1120,Added to Cart,21-06-2025
U1336,Added to Cart,21-06-2025
U1031,Added to Cart,21-06-2025
U1244,Added to Cart,21-06-2025
U1150,Added to Cart,21-06-2025
U1079,Added to Cart,21-06-2025
U1118,Added to Cart,21-06-2025
U1112,Added to Cart,21-06-2025
U1072,Added to Cart,21-06-2025
U1254,Added to Cart,21-06-2025
U1252,Added to Cart,21-06-2025
U1080,Added to Cart,21-06-2025
U1140,Added to Cart,21-06-2025
U1250,Added to Cart,21-06-2025
U1181,Added to Cart,21-06-2025
U1145,Added to Cart,21-06-2025
U1331,Added to Cart,21-06-2025
U1320,Added to Cart,21-06-2025
U1114,Added to Cart,21-06-2025
U1089,Added to Cart,21-06-2025
U1124,Added to Cart,21-06-2025
U1048,Added to Cart,21-06-2025
U1190,Added to Cart,21-06-2025
U1027,Added to Cart,21-06-2025
U1335,Added to Cart,21-06-2025
U1003,Added to Cart,21-06-2025
U1033,Added to Cart,21-06-2025
U1282,Added to Cart,21-06-2025
U1220,Added to Cart,21-06-2025
U1149,Added to Cart,21-06-2025
U1288,Added to Cart,21-06-2025
U1109,Added to Cart,21-06-2025
U1051,Added to Cart,21-06-2025
U1263,Added to Cart,21-06-2025
U1021,Added to Cart,21-06-2025
U1046,Added to Cart,21-06-2025
U1132,Added to Cart,21-06-2025
U1307,Added to Cart,21-06-2025
U1329,Added to Cart,21-06-2025
U1245,Added to Cart,21-06-2025
U1238,Added to Cart,21-06-2025
U1195,Added to Cart,21-06-2025
U1148,Added to Cart,21-06-2025
U1304,Added to Cart,21-06-2025
U1182,Added to Cart,21-06-2025
U1231,Added to Cart,21-06-2025
U1194,Added to Cart,21-06-2025
U1163,Added to Cart,21-06-2025
U1285,Added to Cart,21-06-2025
U1334,Added to Cart,21-06-2025
U1085,Added to Cart,21-06-2025
U1226,Added to Cart,21-06-2025
U1214,Added to Cart,21-06-2025
U1113,Added to Cart,21-06-2025
U1111,Added to Cart,21-06-2025
U1115,Added to Cart,21-06-2025
U1167,Added to Cart,21-06-2025
U1224,Added to Cart,21-06-2025
U1028,Added to Cart,21-06-2025
U1074,Added to Cart,21-06-2025
U1314,Added to Cart,21-06-2025
U1128,Added to Cart,21-06-2025
U1266,Added to Cart,21-06-2025
U1034,Added to Cart,21-06-2025
U1036,Added to Cart,21-06-2025
U1030,Added to Cart,21-06-2025
U1050,Added to Cart,21-06-2025
U1144,Added to Cart,21-06-2025
U1293,Added to Cart,21-06-2025
U1150,Checkout Initiated,24-06-2025
U1111,Checkout Initiated,24-06-2025
U1254,Checkout Initiated,24-06-2025
U1020,Checkout Initiated,24-06-2025
U1266,Checkout Initiated,24-06-2025
U1144,Checkout Initiated,24-06-2025
U1140,Checkout Initiated,24-06-2025
U1329,Checkout Initiated,24-06-2025
U1238,Checkout Initiated,24-06-2025
U1046,Checkout Initiated,24-06-2025
U1252,Checkout Initiated,24-06-2025
U1231,Checkout Initiated,24-06-2025
U1195,Checkout Initiated,24-06-2025
U1120,Checkout Initiated,24-06-2025
U1334,Checkout Initiated,24-06-2025
U1194,Checkout Initiated,24-06-2025
U1335,Checkout Initiated,24-06-2025
U1030,Checkout Initiated,24-06-2025
U1220,Checkout Initiated,24-06-2025
U1285,Checkout Initiated,24-06-2025
U1182,Checkout Initiated,24-06-2025
U1031,Checkout Initiated,24-06-2025
U1331,Checkout Initiated,24-06-2025
U1085,Checkout Initiated,24-06-2025
U1124,Checkout Initiated,24-06-2025
U1074,Checkout Initiated,24-06-2025
U1145,Checkout Initiated,24-06-2025
U1033,Checkout Initiated,24-06-2025
U1072,Checkout Initiated,24-06-2025
U1149,Checkout Initiated,24-06-2025
U1021,Checkout Initiated,24-06-2025
U1250,Checkout Initiated,24-06-2025
U1288,Checkout Initiated,24-06-2025
U1027,Checkout Initiated,24-06-2025
U1181,Checkout Initiated,24-06-2025
U1244,Checkout Initiated,24-06-2025
U1173,Checkout Initiated,24-06-2025
U1028,Checkout Initiated,24-06-2025
U1245,Checkout Initiated,24-06-2025
U1048,Checkout Initiated,24-06-2025
U1109,Checkout Initiated,24-06-2025
U1314,Checkout Initiated,24-06-2025
U1214,Checkout Initiated,24-06-2025
U1118,Checkout Initiated,24-06-2025
U1226,Checkout Initiated,24-06-2025
U1238,Purchase Completed,25-06-2025
U1285,Purchase Completed,25-06-2025
U1173,Purchase Completed,25-06-2025
U1085,Purchase Completed,25-06-2025
U1252,Purchase Completed,25-06-2025
U1266,Purchase Completed,25-06-2025
U1226,Purchase Completed,25-06-2025
U1145,Purchase Completed,25-06-2025
U1244,Purchase Completed,25-06-2025
U1214,Purchase Completed,25-06-2025
U1182,Purchase Completed,25-06-2025
U1231,Purchase Completed,25-06-2025
U1033,Purchase Completed,25-06-2025
U1109,Purchase Completed,25-06-2025
U1124,Purchase Completed,25-06-2025
U1074,Purchase Completed,25-06-2025
U1046,Purchase Completed,25-06-2025
U1254,Purchase Completed,25-06-2025
U1140,Purchase Completed,25-06-2025
U1329,Purchase Completed,25-06-2025
U1288,Purchase Completed,25-06-2025
U1020,Purchase Completed,25-06-2025
U1021,Purchase Completed,25-06-2025
U1144,Purchase Completed,25-06-2025
U1028,Purchase Completed,25-06-2025
U1335,Purchase Completed,25-06-2025
U1031,Purchase Completed,25-06-2025
U1111,Purchase Completed,25-06-2025
U1027,Purchase Completed,25-06-2025
U1334,Purchase Completed,25-06-2025
U1181,Purchase Completed,25-06-2025
U1120,Purchase Completed,25-06-2025
